UnitID,State_Abbr
239424,WI
147536,IL
119605,CA
147590,IL
209296,OR
187596,NM
119678,CA
127714,CO
178518,MO
193584,NY
181376,NE
181297,NE
181446,NE
163532,MD
214272,PA
441900,NV
185758,NJ
262129,FL
182980,NH
167093,MA
217305,RI
167215,MA
208725,OR
185129,NJ
185828,NJ
187897,NM
187967,NM
188030,NM
159948,LA
440396,ID
366368,NY
193751,NY
418126,NY
194073,NY
439783,NY
194091,NY
193821,NY
193830,NY
194116,NY
193894,NY
193900,NY
218414,SC
155335,KS
193973,NY
159966,LA
167260,MA
232937,VA
461795,TX
199102,NC
199157,NC
199193,NC
199209,NC
147660,IL
204422,OH
174437,MN
200332,ND
136145,FL
218441,SC
147679,IL
236072,WA
444130,CA
204477,OH
147776,IL
439817,NY
207263,OK
167358,MA
482705,MA
105330,AZ
147697,IL
147703,IL
157447,KY
240790,MP
171456,MI
188058,NM
219259,SD
230913,VT
239512,WI
217606,MA
443030,IL
136233,FL
380377,WA
178624,MO
142461,ID
236133,WA
487603,WA
154101,IA
174507,MN
171483,MI
207306,OK
120166,CA
160038,LA
147767,IL
171492,MI
230995,VT
204468,OH
120184,CA
163578,MD
136215,FL
200086,ND
194161,NY
174525,MN
495059,CA
152099,IN
171571,MI
101912,AL
204501,OH
227289,TX
120254,CA
227304,TX
219277,SD
140696,GA
201964,OH
204617,OH
204635,OH
204671,OH
204796,OH
204680,OH
204699,OH
204705,OH
204820,OH
204802,OH
204848,OH
204857,OH
204839,OH
204866,OH
237640,WV
204909,OH
194189,NY
207403,OK
207324,OK
207458,OK
207351,OK
207315,OK
207564,OK
207388,OK
207397,OK
206835,OK
232982,VA
171599,MI
147828,IL
236188,WA
461120,TN
207582,OK
369659,OR
209490,OR
209506,OR
209542,OR
440828,OR
120403,CA
155636,KS
428259,WI
454582,KS
155627,KS
105367,AZ
464226,AZ
204936,OH
107512,AR
227331,TX
178679,MO
194310,NY
407610,OR
439862,GU
236230,WA
209603,OR
455406,WA
120768,CA
457484,HI
120795,CA
120838,CA
120865,CA
209612,OR
140720,GA
136330,FL
136358,FL
154174,IA
120698,CA
121628,CA
178721,MO
243823,TX
136400,FL
495916,CA
451927,VA
227429,TX
194392,NY
204990,OH
214883,PA
236258,WA
214971,PA
215053,PA
442356,PA
366252,PA
214616,PA
212018,PA
214777,PA
214801,PA
214689,PA
214698,PA
214704,PA
214731,PA
214740,PA
214591,PA
214759,PA
214607,PA
214786,PA
214713,PA
214768,PA
214670,PA
214795,PA
214625,PA
214810,PA
214652,PA
214634,PA
214643,PA
214829,PA
479956,PA
136473,FL
219842,TN
121150,CA
181534,NE
199306,NC
215123,PA
107600,AR
189282,NY
414966,OK
381459,AZ
140818,GA
235237,WA
127820,CO
440794,NJ
167455,MA
155681,KS
215415,PA
215424,PA
121257,CA
183080,NH
121309,CA
215442,PA
138868,GA
136516,FL
456481,FL
456490,FL
121345,CA
241395,PR
243586,PR
241410,PR
205027,OH
131405,DC
455813,DC
167464,MA
209807,OR
237701,WV
227526,TX
194578,NY
218539,SC
490045,CA
105589,AZ
219295,SD
486433,CA
186122,NJ
186131,NJ
148016,IL
455770,CA
217402,RI
127884,CO
151102,IN
489779,IN
490805,IN
243780,IN
199412,NC
148131,IL
130226,CT
384421,NJ
194657,NY
194693,NY
194666,NY
186186,NJ
194736,NY
405854,NY
484871,NY
205124,OH
194718,NJ
194763,NY
233277,VA
231837,VA
186201,NJ
207157,OK
233301,VA
233295,VA
178891,MO
215619,PA
127909,CO
209922,OR
215628,PA
490230,GA
231651,VA
167598,MA
127918,CO
140872,GA
492209,CA
475033,NY
223463,TX
460783,FL
412599,TN
366535,AL
445203,TX
451866,LA
129428,CT
194824,NY
236382,WA
149763,IL
217420,RI
217493,RI
221351,TN
227757,TX
441104,TN
186283,NJ
136774,FL
121886,CA
239628,WI
233408,VA
183211,NH
233426,VA
215655,PA
148335,IL
194958,NY
195003,NY
170967,MI
195049,NY
148405,IL
179043,MO
180595,MT
217518,RI
409616,RI
207661,OK
136950,FL
148487,IL
145558,IL
152318,IN
445735,NV
215691,PA
184782,NJ
148511,IL
195128,NY
176318,MS
186371,NJ
186380,NJ
186399,NJ
172033,MI
239637,WI
130253,CT
172051,MI
154235,IA
183239,NH
149028,IL
148876,IL
199582,NC
216047,PA
174783,MN
227845,TX
186618,NJ
148575,IL
215743,PA
195720,NY
167677,MA
137281,FL
174792,MN
160409,LA
161518,ME
215770,PA
137032,FL
179256,MO
179159,MO
179450,MO
236452,WA
152390,IN
123554,CA
174817,MN
152381,IN
152451,IN
231059,VT
239716,WI
179317,KS
186432,NJ
215798,PA
136701,FL
215813,PA
195580,NY
148627,IL
199607,NC
167729,MA
163851,MD
180647,MT
214564,PA
217536,RI
227881,TX
102049,AL
122296,CA
112084,CA
122375,CA
122409,CA
122454,CA
122506,CA
122597,CA
227979,TX
122649,CA
122755,CA
430670,PR
481535,CA
121619,CA
122931,CA
137096,FL
122977,CA
195304,NY
140951,GA
140960,GA
123095,CA
143048,IL
172200,MI
228042,TX
123165,CA
236513,WA
236577,WA
236595,WA
102058,AL
243498,PR
137209,FL
232885,VA
186584,NJ
215947,PA
195438,NY
123280,CA
123299,CA
199643,NC
205443,OH
233541,VA
237792,WV
461485,NC
218751,SC
480499,IA
216010,PA
140988,GA
195474,NY
172264,MI
182458,NV
461759,KY
167783,MA
154350,IA
123457,CA
205470,OH
219374,SD
219240,SD
231068,VT
200466,ND
236638,WA
195526,NY
216038,PA
167835,MA
230597,UT
399911,CA
123563,CA
123572,CA
123633,CA
218733,SC
219347,SD
219356,SD
366003,FL
137315,FL
482699,GA
236504,WA
409315,TX
228194,TX
417734,MO
179557,MO
176336,MS
199759,NC
233602,NC
160612,LA
207847,OK
137564,FL
221661,TN
107983,AR
123952,CA
117575,CA
117672,CA
221670,TN
130493,CT
149222,IL
149231,IL
228246,TX
206862,OK
183026,NH
210146,OR
160621,LA
160630,LA
440916,LA
230603,UT
233611,VA
217776,SC
179326,MO
420246,AZ
175078,MN
104188,AZ
228468,TX
228325,TX
494603,TX
228486,TX
207856,OK
155900,KS
188207,NM
123970,CA
207865,OK
228343,TX
157757,KY
218821,SC
141060,GA
148982,IL
236692,WA
236708,WA
172334,MI
102234,AL
167899,MA
475273,MA
195155,NY
195164,NY
175005,MN
195173,NY
123855,CA
195216,NY
154262,IA
174844,MN
137078,FL
199698,NC
137272,FL
245652,NM
163976,MD
148593,IL
195809,NY
195562,NY
195544,NY
163912,MD
228149,TX
195243,NY
137476,FL
243744,CA
123916,CA
135391,FL
196176,NY
228431,TX
179548,MO
155937,KS
231095,VT
137546,FL
186867,NJ
460899,ID
230621,UT
438151,UT
474906,ID
230630,UT
446677,UT
164173,MD
102270,AL
186876,NJ
366340,MT
167996,MA
196097,NY
168005,MA
228501,TX
447953,CA
181543,NE
196060,NY
196158,NY
196219,NY
196121,NY
196130,NY
196167,NY
196237,NY
196194,NY
196246,NY
196200,NY
196033,NY
196103,NY
196228,NY
196006,NY
196015,NY
196024,NY
196149,NY
196255,NY
196264,NY
196291,NY
196051,NY
196185,NY
196112,NY
216278,PA
216287,PA
233718,VA
196413,NY
155973,KS
236753,WA
102298,AL
137759,FL
137777,FL
186900,NJ
196440,NY
451404,NY
196431,NY
216311,PA
228529,TX
152530,IN
196468,NY
488800,CA
149329,IL
216339,PA
221838,TN
221847,TN
221731,TN
226152,TX
228723,TX
224554,TX
224147,TX
228705,TX
483036,TX
459949,TX
224545,TX
228866,TX
228875,TX
228884,TX
228981,TX
229063,TX
228459,TX
229115,TX
229337,TX
492689,TX
229160,TX
229179,TX
132408,FL
131283,DC
455433,CA
143978,IL
455664,CA
491190,CA
459745,DC
487153,LA
201821,OH
142294,ID
187134,NJ
195234,NY
174899,MN
133960,FL
206589,OH
492087,FL
235167,WA
191320,NY
146241,IL
192110,NY
454184,NY
439701,TX
117751,CA
167057,MA
193654,NY
495767,PA
475228,CA
125037,CA
104665,AZ
441131,WA
157748,KY
100751,AL
475237,CA
202763,OH
180489,MT
180692,MT
137847,FL
487010,TN
221740,TN
221759,TN
221768,TN
228769,TX
228778,TX
228787,TX
228796,TX
229027,TX
228802,TX
229300,TX
228644,TX
416801,TX
228653,TX
229018,TX
227368,TX
215105,PA
221519,TN
233897,VA
138354,FL
126012,CA
216348,PA
216357,PA
124292,CA
161563,ME
187046,NJ
126049,CA
216366,PA
183275,NH
157809,KY
141167,GA
206048,OH
141185,GA
196583,NY
176406,MS
196592,NY
459736,CA
459824,NV
459727,CA
164076,MD
445054,IL
157818,KY
221892,TN
206154,OH
152567,IN
414878,IN
137953,FL
200484,ND
149505,IL
130590,CT
137962,FL
146755,IL
216463,PA
135610,FL
149514,IL
123448,CA
229267,TX
131876,DC
196653,NY
102368,AL
182500,NV
141237,GA
178615,MO
168148,MA
160755,LA
200527,ND
221953,TN
102377,AL
229355,TX
246789,NY
491525,IN
157863,KY
181738,NE
196866,NY
206279,OH
233842,VA
196884,NY
221971,TN
213631,PA
128328,CO
130624,CT
197027,NY
197036,NY
164155,MD
102395,AL
197018,NY
206288,OH
175139,MN
200554,ND
161572,ME
376385,PR
241191,PR
243346,PR
241739,PR
243601,PR
483595,PR
241225,PR
243568,PR
243443,PR
441690,PR
243577,PR
241614,PR
196088,NY
200800,OH
100663,AL
100706,AL
102553,AK
102614,AK
102632,AK
104179,AZ
487296,AZ
106397,AR
106245,AR
106485,AR
106412,AR
106263,AR
493725,AR
108092,AR
161873,MD
128744,CT
110635,CA
110644,CA
110398,CA
110653,CA
110662,CA
445188,CA
110671,CA
110680,CA
110699,CA
110705,CA
110714,CA
106704,AR
132903,FL
176965,MO
206941,OK
237312,WV
144050,IL
201955,OH
201946,OH
201885,OH
126614,CO
126580,CO
126562,CO
129020,CT
436827,CT
463056,CT
436836,CT
436818,CT
224323,TX
202480,OH
130943,DE
127060,CO
169716,MI
153278,IA
150534,IN
134130,FL
484473,FL
457402,FL
139959,GA
240754,GU
129525,CT
141565,HI
141574,HI
141839,HI
141981,HI
179265,MO
160065,LA
225511,TX
225414,TX
225432,TX
225502,TX
142285,ID
145600,IL
148654,IL
145637,IL
151263,IN
153658,IA
200156,ND
155317,KS
157085,KY
117140,CA
160658,LA
159993,LA
157289,KY
232609,VA
161253,ME
161217,ME
161226,ME
161235,ME
161244,ME
161341,ME
200217,ND
226471,TX
232681,VA
163338,MD
163204,MD
163259,MD
163268,MD
163286,MD
166708,MA
166629,MA
166638,MA
167987,MA
166513,MA
220862,TN
135726,FL
170976,MI
171137,MI
171146,MI
174075,MN
174233,MN
174251,MN
456959,MN
174066,MN
176017,MS
178396,MO
178402,MO
178420,MO
101693,AL
101709,AL
199069,NC
204185,OH
181215,NE
181394,NE
181428,NE
181464,NE
182281,NV
182290,NV
161457,ME
183071,NH
182829,NH
183044,NH
129941,CT
187985,NM
159939,LA
101879,AL
199111,NC
199120,NC
199139,NC
199148,NC
199281,NC
199184,NC
199218,NC
200280,ND
136172,FL
482680,GA
227216,TX
484905,TX
228909,TX
127741,CO
154095,IA
204486,OH
174491,MN
152080,IN
207342,OK
207500,OK
209551,OR
215062,PA
157535,KY
215266,PA
215275,PA
215284,PA
215293,PA
209825,OR
180258,MT
243106,PR
243115,PR
243133,PR
243142,PR
243151,PR
243179,PR
243197,PR
243203,PR
243212,PR
243221,PR
243188,PR
236328,WA
121691,CA
122603,CA
217484,RI
233374,VA
205203,OH
195030,NY
152336,IN
130314,CT
488785,CA
155812,KS
148885,IL
122436,CA
122612,CA
207722,OK
215929,PA
219383,SD
102094,AL
218645,SC
218654,SC
218663,SC
218742,SC
219471,SD
137351,FL
451671,FL
448840,FL
123961,CA
151306,IN
161554,ME
176372,MS
148584,IL
227863,TX
174914,MN
485537,TX
228635,TX
156541,KY
131399,DC
363721,DC
225627,TX
107558,AR
120883,CA
488846,CA
215132,PA
188182,NM
243665,VI
449870,CA
206084,OH
207971,OK
230764,UT
216542,PA
231174,VT
234076,VA
377555,WA
236948,WA
377564,WA
101587,AL
141334,GA
210438,OR
240268,WI
240277,WI
240329,WI
240444,WI
240453,WI
491288,WI
240365,WI
240374,WI
491297,WI
240462,WI
240471,WI
240480,WI
240417,WI
240426,WI
240189,WI
240727,WY
154493,IA
440004,NH
196307,NY
494685,MO
455099,MO
216524,PA
206349,OH
446604,NY
230728,UT
230737,UT
197045,NY
141264,GA
138187,FL
200572,ND
152600,IN
221999,TN
149639,IL
123651,CA
197133,NY
188340,NY
482228,IN
455992,VT
231147,VT
231165,VT
197142,NY
216597,PA
152637,IN
449834,VA
234030,VA
234085,VA
233921,VA
234155,VA
234164,VA
490106,VA
234137,VA
234173,VA
449764,TN
240107,WI
218919,SC
446613,SC
152673,IN
197197,NY
199847,NC
236887,WA
236896,WA
172608,MI
206437,OH
210304,OR
480198,OR
138275,FL
199865,NC
154527,IA
154536,IA
156082,KS
216667,PA
162210,MD
234207,VA
164216,MD
236939,WA
179867,MO
392840,TN
229780,TX
181783,NE
172644,MI
216694,PA
229799,TX
197221,NY
138293,FL
230782,UT
179894,MO
190424,NY
220206,TN
168218,MA
197230,NY
236975,WA
168227,MA
176451,MS
131098,DE
131973,DC
141325,GA
130697,CT
216764,PA
237932,WV
125471,CA
229814,TX
237880,WV
237899,WV
238032,WV
237686,WV
237905,WV
237950,WV
237969,WV
200004,NC
128391,CO
130776,CT
433387,UT
149772,IL
157951,KY
172699,MI
490373,MI
172477,MI
182564,NV
168254,MA
188304,NM
210429,OR
210368,OR
172705,MI
112525,CA
237011,WA
168263,MA
179946,MO
230807,UT
216807,PA
216816,PA
125718,CA
125727,CA
237039,WA
149781,IL
168281,MA
238078,WV
237057,WA
125763,CA
237066,WA
475200,WA
156125,KS
216852,PA
206491,OH
229887,TX
216931,PA
210401,OR
231624,VA
176479,MS
166717,MA
122728,CA
179955,MO
187444,NJ
199272,NC
154590,IA
179964,MO
107877,AR
168342,MA
443340,TN
206507,OH
131113,DE
217013,PA
206516,OH
199962,NC
175272,MN
199999,NC
218964,SC
240338,WI
240213,WI
206525,OH
218973,SC
491631,MD
442064,PA
488907,NV
125897,CA
168421,MA
168430,MA
401223,CA
486460,WI
206613,OH
206604,OH
206622,OH
160904,LA
237109,WA
130794,CT
180717,MT
490319,NJ
491622,NJ
434937,MD
420325,NY
197647,NY
493716,NJ
491914,NJ
375230,NY
491640,NJ
481410,NY
491710,NJ
247773,MI
493707,NJ
488350,NJ
491613,NJ
476692,NJ
197601,NY
491057,NY
190752,NY
455257,NY
197674,NY
493594,NY
431983,NY
126076,CA
490504,NY
486017,NY
490276,NY
197692,NY
441609,NY
486026,NY
451398,NJ
197708,NY
494737,NY
481438,NJ
487746,NY
363712,FL
451370,NJ
491765,NJ
488101,NY
405058,NY
493664,NY
217040,PA
197735,NY
197744,NY
401250,CA
181853,NE
217059,PA
141361,GA
206695,OH
204255,OH
458575,CA
